Lot Nr.;S16-FC.Sampl.FillingSize (mL);S16-FC.ProducedAmt (EA);S16-FC.ReceivedQty_1 (GM);S16-FC.ReceivedQty_2 (GM);S16-FC.ReceivedQty_Sum (GM);S16-Bulk storage duration_1 (d);S16-Bulk storage duration_2 (d);S16-FC.Sampl.DissolutionTime (min);S16-FC.Sampl.Osmolality (mOsmol/kg);S16-FC.Sampl.pH;S16-FC.Sampl.FII (IU/100 IU FIX);S16-FC.Sampl.FII (IU/mL);S16-FC.Sampl.FVII (IU/100 IU FIX);S16-FC.Sampl.FIXClottingAssay (IU/ml);S16-FC.Sampl.NAPTTRatio;S16-FC.Sampl.ResidualMoisture (%);S16-FC.Sampl.SodiumChloride (mg/ml);S16-FC.Sampl.SodiumCitrate (mg/ml);S 16 Protein [mg/ml];S16 Density [g/mL];FX aus Lims (IU/ml);Grouping1 - Identified_ChangePoints;Grouping2 - PR2583066;Grouping3 - SpecialLots;S15 Ansatzlinie;S15 Abfüllanlage;S15 Gefriertrockner;S15 - Lotsize (g) bzw. theoret. Lotsize (g);S13.Ansatzlinie PA0001 - Stirring Speed 110rpm Duration (min);S13.Ansatzlinie PA0001 - Stirring Speed 150rpm Duration (min);S13.Ansatzlinie PA0002 - Stirring Speed 110rpm Duration (min);S13.Ansatzlinie PA0002 - Stirring Speed 150rpm Duration (min);S13.Ansatzlinie PA0015 - Stirring Speed 110rpm Duration (min);S13.Ansatzlinie PA0015 - Stirring Speed 150rpm Duration (min);S13.Ansatzlinie PA0016 - Stirring Speed 110rpm Duration (min);S13.Ansatzlinie PA0016 - Stirring Speed 150rpm Duration (min);S13.Ansatzlinie PA0017 - Stirring Speed 110rpm Duration (min);S13.Ansatzlinie PA0017 - Stirring Speed 150rpm Duration (min);S14 Filter 1012613;S14 Filter 1019217;S14 Filter 1024279;S14 Filter 1030721;S14 Filter 1031277;S14 Filter 1032679;S14 Filter 1032680;S14 Filter 1046906;S14 Filter 1048615;S14 Filter 1048616;S14 Filter 1051534;S14 Filter 1052502;S14 Filter 1059913;S14 Filter 1065593;S14 Filter 1065594;S14 Filter 1078741;S14 Filter 1081112;S14 Filter 1087049;S14 Filter 1087050;S14 Filter 1087052;S14 Filter 1087053;S14 Filter 1094988;S14 Filter 1094989;S14 Filter 1102978;S14 Filter 1107365;S14 Filter 1109643;S14 Filter 1114076;S14 Filter 1119434;S14 Filter 1119436;S14 Filter 1119437;S14 Filter 1121461;S14 Filter 1125476;S14 Filter 1129766;S14 Filter 1138329;S14 Filter 1141103;S14 Filter 1142255;S14 Filter 1145524;S14 Filter 1148856;S14 Filter 1153062;S14 Filter 1160029;S14 Filter 1160390;S14 Filter 1160743;S14 Filter 1160744;S14 Filter 1164478;S14 Filter 1168562;S14 Filter 1168563;S14 Filter 1170862;S14 Filter 1177379;S14 Filter 1186524;S14 Filter 1193336;S14 Filter 1193337;S14 Filter 1205471;S14 Filter 1217312;S14 Filter 1220903;S14 Filter 1221898;S14 Filter 1222373;S14 Filter 1222374;S14 Filter 1223235;S14 Filter 1226810;S14 Filter 797881;S14 Filter 820891;S14 Filter 825483;S14 Filter 847424;S14 Filter 859241;S14 Filter 861062;S14 Filter 891065;S14 Filter 899401;S14 Filter 904894;S14 Filter 904895;S14 Filter 904896;S14 Filter 915902;S14 Filter 924526;S14 Filter 926060;S14 Filter 950205;S14 Filter 966202;S14 Filter 966203;S14 Filter 971763;S14 Filter 981374;S14 Filter 981375;S14 Filter 995694
C1T001;600;9366;29565.0;;29565.0;21.0;;1.0;295;6.945;0.2;0.181;0;116.6485;0.88;0.27496382;7.59;4.08;0.89243649;1.0067;0.096;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;7;48510.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T003;1200;4957;30964.0;;30964.0;20.0;;1.0;292;6.933;0.1;0.162;0;120.166;0.91;0.16941578;7.72;3.91;0.84249069;1.0063;0.1;1_before_CP_Dec2022;1_before_PR2583066;1_outine;1.2;1;8;51400.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T002;600;10122;5178.0;27534.0;32712.0;20.0;28.0;1.0;294;6.97;0.2;0.226;0;122.4925;0.92;0.25600506;7.72;4.0;0.99108967;1.0067;0.114;1_before_CP_Dec2022;1_before_PR2583066;1_outine;1.1;1;8;52520.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T005;1200;6091;27980.0;11242.0;39222.0;35.0;22.0;1.0;293;7.055;0.1;0.173;0;117.23;0.92;0.28097632;7.77;3.92;0.8135384;1.0066;0.096;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;11;63280.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T004;600;10113;21488.0;11136.0;32624.0;31.0;16.0;1.0;292;7.028;0.2;0.215;0;115.3815;0.94;0.36780126;7.61;3.8;0.88322682;1.0065;0.103;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.2;2;8;52500.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T006;600;10037;19304.0;13799.0;33103.0;30.0;24.0;1.0;289;6.985;0.2;0.202;0;123.849;0.88;0.35089154;7.76;3.63;0.91607687;1.0064;0.106;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;9;51840.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T008;600;9533;3504.0;28348.0;31852.0;23.0;-10.0;1.0;292;6.967;0.2;0.217;0;122.552;0.95;0.5890367;7.61;3.85;0.9472417;1.0065;0.13;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;11;49380.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T009;1200;6177;31971.0;6406.0;38377.0;28.0;21.0;1.0;290;6.98;0.1;0.177;0;120.0285;0.88;0.17543142;7.65;3.89;0.85450443;1.0065;0.105;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;11;63630.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T010;600;10129;24761.0;7361.0;32122.0;23.0;21.0;1.0;290;7.032;0.2;0.182;0;118.7465;0.88;0.49292338;7.77;3.89;0.9412527;1.0065;0.145;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;8;52330.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T011;600;7241;22153.0;;22153.0;44.0;;1.0;289;6.982;0.2;0.193;0;106.819;0.89;0.32232;7.74;3.96;0.9050707;1.0067;0.114;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;9;37820.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T012;600;9188;28779.0;;28779.0;18.0;;1.0;288;6.976;0.2;0.195;0;115.89;0.93;0.49052938;7.64;3.88;0.92871299;1.0066;0.108;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;7;47620.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T013;600;10103;26921.0;5147.0;32068.0;23.0;16.0;1.0;288;7.065;0.2;0.214;0;118.583;0.9;0.50981331;7.82;3.83;0.95679497;1.0062;0.151;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;7;52059.12;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T014;600;10118;27692.0;5906.0;33598.0;34.0;32.0;1.0;290;6.922;0.2;0.196;0;121.1025;1.01;0.56409025;7.75;4.06;0.88342514;1.0067;0.096;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;7;52330.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T015;600;10079;26123.0;8238.0;34361.0;42.0;30.0;1.0;297;6.942;0.2;0.225;0;126.236;0.87;0.16761095;7.93;3.95;0.97939763;1.0068;0.107;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.1;2;9;51960.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T017;1200;6210;24603.0;15250.0;39853.0;52.0;50.0;1.0;301;6.949;0.1;0.16;0;116.871;0.97;0.23407945;8.11;3.91;0.87200642;1.0069;0.12;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.2;2;8;63740.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T016;600;8671;16827.0;14589.0;31416.0;56.0;43.0;1.0;292;6.907;0.1;0.141;0;116.811;0.94;0.23080622;7.84;3.93;0.79556248;1.0066;0.119;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;5;52580.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T018;1200;6135;20377.0;19749.0;40126.0;57.0;44.0;1.0;294;7.011;0.1;0.157;0;120.9035;0.92;0.16618147;7.73;3.91;0.86568867;1.0067;0.136;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.2;2;5;63310.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T019;600;10119;8605.0;24313.0;32918.0;51.0;30.0;1.0;291;7.01;0.2;0.191;0;124.7905;0.88;0.32031003;7.76;4.0;0.99255315;1.0066;0.165;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;3;52060.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T020;600;10106;5080.0;29031.0;34111.0;37.0;33.0;1.0;288;6.953;0.1;0.156;0;118.2405;0.91;0.37561779;7.72;3.97;0.8215976;1.0066;0.121;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;7;52170.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T022;600;10019;10562.0;19310.0;29872.0;29.0;22.0;1.0;292;6.935;0.2;0.189;0;115.615;0.95;0.13643008;7.77;4.05;0.84445912;1.0067;0.103;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.2;2;7;52210.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T024;600;10170;19894.0;11172.0;31066.0;27.0;22.0;1.0;290;7.004;0.2;0.182;0;118.3085;0.95;0.34251012;7.76;3.98;0.83289679;1.0066;0.109;1_before_CP_Dec2022;1_before_PR2583066;1_outine;1.2;1;5;52380.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T023;1200;6101;13999.0;25479.0;39478.0;55.0;36.0;1.0;294;6.996;0.1;0.156;0;119.4;0.87;0.22871046;7.72;3.91;0.83074501;1.0067;0.127;1_before_CP_Dec2022;1_before_PR2583066;1_outine;1.1;1;5;63200.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T025;1200;5805;7592.0;30157.0;37749.0;43.0;36.0;1.0;287;6.96;0.2;0.18;0;113.2955;0.91;0.22128556;7.57;3.95;0.89040013;1.0066;0.13;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.2;2;8;59820.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T026;1200;6109;27137.0;13125.0;40262.0;33.0;26.0;1.0;288;6.99;0.2;0.205;0;121.9775;0.92;0.22094727;7.67;3.84;0.95179053;1.0066;0.115;1_before_CP_Dec2022;1_before_PR2583066;1_outine;2.2;2;9;63280.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T027;1200;6194;16834.0;24073.0;40907.0;32.0;18.0;1.0;291;7.024;0.2;0.185;0;121.1995;0.91;0.11927945;7.71;3.85;0.87947998;1.0067;0.12;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;8;63510.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1T028;1200;5844;9076.0;29264.0;38340.0;20.0;18.0;1.0;291;6.988;0.2;0.212;0;118.5455;0.99;0.20399131;7.72;3.85;0.93945068;1.0067;0.102;1_before_CP_Dec2022;1_before_PR2583066;1_outine;3.1;3;9;60240.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
